都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
442011,377,大分県,大分市,城東病院,,大分市牧２丁目１６番１６号,,33.240766,131.64163,,097-558-7828,,,,,,,24時間対応,,,
442011,378,大分県,大分市,大分みぞぐち眼科,,大分市中央町２丁目３番１９号,,33.23599542,131.6064262,,097-513-5930,,,,,,,,,,
442011,379,大分県,大分市,うちだ歯科医院,,大分市顕徳町２－５－２１　ガーデンコート１Ｆ,,33.22991097,131.6152024,,097-532-6138,,,,,,,,,,
442011,380,大分県,大分市,平林歯科医院,,大分市畑中８組の１１,,33.20575742,131.6023681,,097-544-3100,,,,,,,,,,
442011,381,大分県,大分市,あやべ歯科医院,,大分市下郡北２－１０－２１,,33.2270514,131.631598,,097-554-3030,,,,,,,,,,
442011,382,大分県,大分市,ねぎ歯科クリニック,,大分市羽屋５３４－１,,33.20632296,131.6030788,,097-546-8241,,,,,,,,,,
442011,383,大分県,大分市,右田歯科医院,,大分市永興５の１,,33.214962,131.5870274,,097-543-8888,,,,,,,,,,
442011,384,大分県,大分市,エンゼル矯正歯科,,大分市府内町１－１－１４　府内パーキングビル３Ｆ,,33.23552879,131.6081589,,097-532-8411,,,,,,,,,,
442011,385,大分県,大分市,木村歯科医院,,大分市二又町７組Ｃ,,33.21319227,131.5961437,,097-545-1580,,,,,,,,,,
442011,386,大分県,大分市,マツモト歯科クリニック,,大分市南春日町８－３,,33.23542832,131.5950055,,097-546-3545,,,,,,,,,,
442011,387,大分県,大分市,大分三井ビル歯科口腔外科クリニック,,大分市舞鶴町１－４－３５,,33.2394609,131.6198985,,097-538-4492,,,,,,,,,,
442011,388,大分県,大分市,医療法人　川上歯科医院,,大分市大字羽屋１７６番地の６,,33.215733,131.596863,,097-546-4688,,,,,,,,,,
442011,389,大分県,大分市,ベル歯科クリニック,,大分市金池南２－１７－９,,33.2265869,131.6108943,,097-529-8298,,,,,,,,,,
442011,390,大分県,大分市,森澤歯科医院,,大分市中央町３－１－２,,33.2363217,131.6042865,,097-537-3111,,,,,,,,,,
442011,391,大分県,大分市,立花歯科医院,,大分市金池町１－１－４Ｆ,,33.23407703,131.6077593,,097-532-8090,,,,,,,,,,
442011,392,大分県,大分市,たんぽぽ歯科クリニック,,大分市新春日町２丁目２番１１号　トポアコート２Ｆ,,33.2337854,131.5916964,,097-514-1182,,,,,,,,,,
442011,393,大分県,大分市,タカサゴデンタルオフィス,,大分市高砂町１番５号　大川産婦人科・小児科高砂ビル７階,,33.23745814,131.6019952,,097-594-5004,,,,,,,,,,
442011,394,大分県,大分市,まいづる歯科医院,,大分市中津留２丁目４－１２,,33.2448107,131.6281617,,097-556-1510,,,,,,,,,,
442011,395,大分県,大分市,阿部歯科医院,,大分市都町１丁目３番２２号　大分都町ビル１階,,33.2410826,131.6069223,,097-532-4847,,,,,,,,,,
442011,396,大分県,大分市,和田医院,,大分市津守１８８－１,,33.2128555,131.6196603,,097-567-5005,,,,,,,,,,
442011,397,大分県,大分市,村上眼科,,大分市大道町２丁目２２９７番地１５,,33.2311584,131.6017056,,097-574-6311,,,,,,,,,,
442011,398,大分県,大分市,医療法人　麻生歯科,,大分市浜町東３組,,33.2464266,131.6027423,,097-532-8623,,,,,,,,,,
442011,399,大分県,大分市,あそう在宅クリニック,,大分市中戸次5927-3　サンレークビル2Ｆ,,33.15603239,131.6550835,,097-597-6123,,,,,,,,,,
442011,400,大分県,大分市,大分県医師会,,大分市大字駄原２８９２－１,,33.245632,131.593964,,097-532-9121,,,,,,,,,,
442011,401,大分県,大分市,大分県歯科医師会,,大分市王子新町６－１,,33.236885,131.58989,,097-545-3151,,,,,,,,,,
442011,402,大分県,大分市,西日本電線（株）　本社・大分事業所,,大分市春日浦,,33.25034427,131.5965774,,097-537-5553,,,,,,,,,,
442011,403,大分県,大分市,日本赤十字社大分県支部,,大分市千代町２－３－３１,,33.244282,131.605911,,097-534-2236,,,,,,,,,,
442011,404,大分県,大分市,大分商工会議所,,大分市長浜町３－１５－１９,,33.238873,131.619995,,097-536-3131,,,,,,,,,,
442011,405,大分県,大分市,介護老人保健施設　サンテラスながとみ,,大分市西大道２丁目２番１号,,33.230831,131.596069,,097-545-1718,,,,,,,24時間対応,,,
442011,406,大分県,大分市,老健めいわ,,大分市明野北１丁目２番１８号,,33.226002,131.655975,,097-551-0044,,,,,,,,,,
442011,407,大分県,大分市,グリーンコープ生活協同組合おおいた本部、大分西センター,,大分県大分市大字寒田415番地の１,,33.177242,131.600525,,097-569-5884 ,,,,,,,,,,
442011,408,大分県,大分市,グリーンコープ生活協同組合おおいた高城店、大分東センター,,大分県大分市高城西町32番地の36号,,33.240063,131.65094,,097-552-8856,,,,,,,,,,
442011,409,大分県,大分市,社会福祉法人グリーンコープ有料老人ホーム　やすらい,,大分県大分市大字旦野原８８０番地の９２,,33.175304,131.619125,,097-567-3888,,,,,,,,,,
442011,410,大分県,大分市,全国健康保険協会　大分支部ホルトホール大分（ＭＮＣタウン２階）,,大分市金池南１-５-１,,33.231361,131.605728,,097-573-5630,,,,,,,,,,
442011,411,大分県,大分市,エレホン・化成工業株式会社,,大分市三川新町一丁目２番２３号,,33.252045,131.668365,,097-552-2251,,,,,,,,,,
442011,412,大分県,大分市,大分液化ガス共同備蓄株式会社大分事業所,,大分市大字日吉原１番地６,,33.248657,131.768555,,097-593-1101,,,,,,,,,,
442011,413,大分県,大分市,大分共同火力株式会社,,大分市大字西の洲１番地,,33.263329,131.647812,,097-558-4314,,,,,,,,,,
442011,414,大分県,大分市,大分自動車学校,,大分市大字津守５６４－４,,33.216389,131.619598,,097-569-4003,,,,,,,,,,
442011,415,大分県,大分市,大分東自動車学校,,大分市大字皆春５３１の１,,33.231884,131.679657,,097-521-0033,,,,,,,,,,
442011,416,大分県,大分市,Ｏ．P．A薬局,,大分市大字豊饒字川成３７６番１,,33.208569,131.596832,,097-544-0234,,,,,,,,,,
442011,417,大分県,大分市,風之荘　本館,,大分市大道町三丁目２番２４号,,33.230106,131.599686,,097-544-4444,,,,,,,,,,
442011,418,大分県,大分市,株式会社大分放送,,大分市今津留三丁目１番１号,,33.241447,131.626923,,097-553-2502,,,,,,,,,,
442011,419,大分県,大分市,株式会社九州ｴﾅｼﾞｰﾒｲﾂｾﾙﾌ宗方給油所,,大分市上宗方４１８番８号,,33.198631,131.582153,,097-541-0053,,,,,,,,,,
442011,420,大分県,大分市,株式会社クレイン,,大分市南鶴崎一丁目２番８号,,33.24062,131.688736,,097-522-2555,,,,,,,,,,
442011,421,大分県,大分市,株式会社ジョイフル　本社,,大分市三川新町一丁目１番４５号,,33.250671,131.669327,,097-551-7131,,,,,,,,,,
442011,422,大分県,大分市,株式会社大宣,,大分市東春日町１番８号,,33.239075,131.599075,,097-538-0122,,,,,,,,,,
442011,423,大分県,大分市,株式会社テレビ大分,,大分市春日浦８４３番地２５,,33.2470036,131.5972095,,097-532-9111,,,,,,,,,,
442011,424,大分県,大分市,カーブス大分萩原,,大分市萩原二丁目１０－１,,33.246136,131.639999,,097-503-1610,,,,,,,,,,
442011,425,大分県,大分市,財団法人大分県中小企業会館,,大分市金池町三丁目１番６４,,33.232262,131.613083,,097-536-3299,,,,,,,,,,
442011,426,大分県,大分市,住友化学（株）大分工場,,大分市大字鶴崎２２００番地,,33.251026,131.685364,,097-523-1158,,,,,,,,,,
442011,427,大分県,大分市,第二博愛寮,,大分市大字中戸次２１３１番地,,33.14861,131.670268,,097-597-0204,,,,,,,,,,
442011,428,大分県,大分市,ＴＯＴＯアクアテクノ（株）大分工場,,大分市大字屋山３００番地,,33.203041,131.745605,,097-592-1616,,,,,,,,,,
442011,429,大分県,大分市,西日本電線株式会社,,大分市大字駄原２８９９番地,,33.239777,131.579712,,097-537-5733,,,,,,,,,,
442011,430,大分県,大分市,日本エラストマー（株）大分工場,,大分市大字中の洲２番地,,33.270859,131.678177,,097-521-0883,,,,,,,,,,
442011,431,大分県,大分市,日本フィルム株式会社　本社工場,,大分市大字下郡３００７番の７,,33.225868,131.629044,,097-569-5121,,,,,,,,,,
442011,432,大分県,大分市,パーラーウイング（ウイング下郡店）,,大分市大字下郡３６６６番の７,,33.230907,131.627274,,097-567-1810,,,,,,,,,,
442011,433,大分県,大分市,三井造船株式会社　大分営業所,,大分市大字日吉原３番地,,33.242138,131.761566,,097-593-3111,,,,,,,,,,
442011,434,大分県,大分市,三井金属エンジニアリング株式会社,,大分市大字勢家字春日浦８４３番地の１８,,33.248257,131.59906,,097-538-2100,,,,,,,,,,
442011,435,大分県,大分市,大分県市町村会館,,大分市大手町二丁目３番１２号,,33.236994,131.613016,,097-536-4711,,,,,,,,,,
442011,436,大分県,大分市,昭和電工（株）大分コンビナート,,大分市大字中の洲２番地,,33.270859,131.678177,,097-521-5131,,,,,,,,,,
442011,437,大分県,大分市,有料老人ホームまごころ苑,,大分市下郡１８１－１,,33.22327,131.626068,,097-568-0007,,,,,,,,,,
442011,438,大分県,大分市,株式会社アステム,,大分市西大道二丁目３番８号,,33.229218,131.596771,,097-543-6791,,,,,,,,,,
442011,439,大分県,大分市,フクダ電子西部南販売株式会社,,大分市賀来字井ノ口３９８７番地,,33.218636,131.562164,,097-549-5066,,,,,,,,,,
442011,440,大分県,大分市,老人保健施設やすらぎ苑,,大分市松岡１９４６番地,,33.175468,131.671951,,097-520-3535,,,,,,,,,,
442011,441,大分県,大分市,（社）日本自動車連盟大分支部（ＪＡＦ大分支部）,,大分市下郡南５－３－１２,,33.220467,131.635788,,097-567-7000,,,,,,,,,,
442011,442,大分県,大分市,大分県赤十字血液センター,,大分市大字荏隈７１７番５,,33.21260654,131.5808702,,097-547-1151,,,,,,,,,,
442011,443,大分県,大分市,献血ルーム　OASIS２１,,大分市高砂町２番５０号OASISひろば３Ｆ,,33.23801,131.602478,,097-535-2002,,,,,,,,,,
442011,444,大分県,大分市,農業会館,,大分市舞鶴町一丁目４番１５号,,33.239346,131.619049,,097-538-6427,,,,,,,,,,
442011,445,大分県,大分市,大分合同新聞社,,大分市府内町３－９－１５,,33.23864339,131.6104104,,097-536-2121,,,,,,,,,,
442011,446,大分県,大分市,デイサービスセンター　グラティ丹生の郷,,大分市大字丹生１４７番地の３,,33.217682,131.720383,,097-592-8100,,,,,,,,,,
442011,447,大分県,大分市,鶴海運輸（株）本社,,大分市大在２番地,,33.246231,131.739105,,097-592-0116,,,,,,,,,,
442011,448,大分県,大分市,鶴海運輸（株）鶴海トラックセンター,,大分市大在６番地,,33.26141,131.722702,,097-592-2266,,,,,,,,,,
442011,449,大分県,大分市,児童養護施設　森の木,,大分市大字中尾４５７番地の１,,33.204563,131.557495,,097-549-3508,,,,,,,,,,
442011,450,大分県,大分市,学校法人渕野学園　富士見が丘幼稚園,,大分市富士見が丘東二丁目８番６号,,33.185093,131.551361,,097-541-6101,,,,,,,,,,
442011,451,大分県,大分市,株式会社ダイソー,,大分市青崎二丁目６番１０号,,33.255791,131.712723,,097-574-6080,,,,,,,,,,
442011,452,大分県,大分市,株式会社ダイソー　ＡＣＣ工場,,大分市青崎一丁目３１５番地,,33.258457,131.704056,,097-523-3690,,,,,,,,,,
442011,453,大分県,大分市,多機能事業所　スマイス・椎迫,,大分市大字三芳椎迫１組－２,,33.227615,131.590302,,097-543-6110,,,,,,,,,,
442011,454,大分県,大分市,多機能事業所　スマイス・羽屋,,大分市羽屋２１－１,,33.210636,131.602081,,097-547-8722,,,,,,,,,,
442011,455,大分県,大分市,協同エンジニアリング株式会社,,大分市大字三芳１２３８番地の１,,33.227615,131.590302,,097-545-2111,,,,,,,,,,
442011,456,大分県,大分市,大分県農業協同組合中央会ＪＡ大分教育センター,,大分市大字森町１８１番地３,,33.231056,131.680801,,097-521-1241,,,,,,,,,,
442011,457,大分県,大分市,株式会社　ＪＡ大分総合情報センター,,大分市大字森町１８１番地３,,33.231056,131.680801,,097-523-1768,,,,,,,,,,
442011,458,大分県,大分市,知的障害者更生施設　うえの園,,大分市東大道二丁目３番３号,,33.229897,131.602417,,097-546-3551,,,,,,,,,,
442011,459,大分県,大分市,浄土真宗本願寺派　円光寺,,大分市三佐三丁目１５－１８,,33.249466,131.679596,,097-527-6916,,,,,,,,,,
442011,460,大分県,大分市,釣船　平成丸,,大分市大字常行３６－１６,,33.21703,131.6875,,097-523-1670,,,,,,,,,,
442011,461,大分県,大分市,ホグトレ下郡,,大分市北下郡１－６　大八ビル１１５号,,33.257736,131.712143,,097-574-9581,,,,,,,,,,
442011,462,大分県,大分市,公益社団法人大分県柔道整復師会,,大分市荻原４－８－５８,,33.24844445,131.641269,,097-503-3334,,,,,,,,,,
442011,463,大分県,大分市,西日本土木　株式会社大分本社,,大分市大字宮崎416番地西日本土木大分本社ビル6階,,33.2031014,131.6095504,,097-568-6133,,,,,,,,,,
442011,464,大分県,大分市,朝日興産　株式会社,,大分市大字上戸次505番地,,33.09535411,131.6522505,,097-595-0110,,,,,,,,,,
442011,465,大分県,大分市,大分地方法務局,,大分市荷揚町7-5（大分法務総合庁舎）,,33.241849,131.607716,,097-532-3161,,,,,,,,,,
442020,466,大分県,別府市,東部保健所,,別府市大字鶴見字下田井１４－１,,33.310645,131.485255,,0977-67-2511,,,,,,,,,,
442020,467,大分県,別府市,竹工芸訓練センター,,別府市東荘園３－３,,33.291997,131.487718,,0977-23-3609,,,,,,,,,,
442020,468,大分県,別府市,別府コンベンションセンター,,別府市山の手町１２－１,,33.283115,131.487322,,0977-26-7111,,,,,,,,,,
442020,469,大分県,別府市,フェリーさんふらわあ（別府港県営３号上屋）,,別府市汐見町９－１,,33.308762,131.504013,,0977-23-5553,,,,,,,,,,設置者：指定管理者
442020,470,大分県,別府市,社会教育総合センター,,別府市大字別府字野口原３０３０－１,,33.284253,131.487091,,0977-22-7763,,,,,,,,,,
442020,471,大分県,別府市,別府鶴見丘高等学校,,別府市大字鶴見字横打４４３３の２,,33.293965,131.490118,,0977-21-0118,,,,,,,,,,
442020,472,大分県,別府市,別府翔青高等学校,,別府市野口原３０８８－９１,,33.28772724,131.4858509,,0977-22-3141,,,,,,,,,,
442020,473,大分県,別府市,別府支援学校,,別府市鶴見４２２４番地,,33.294952,131.480145,,0977-24-0108,,,,,,,,,,
442020,474,大分県,別府市,別府支援学校鶴見校,,別府市大字鶴見４０７５番地の１２,,33.294757,131.477895,,0977-21-1349,,,,,,,,,,
442020,475,大分県,別府市,別府支援学校石垣原校,,別府市大字鶴見４０５０の２９３,,33.294674,131.475117,,0977-24-6060,,,,,,,,,,
442020,476,大分県,別府市,南石垣支援学校,,別府市石垣西１丁目２番５号,,33.289646,131.494228,,0977-23-3454,,,,,,,,,,
442020,477,大分県,別府市,別府警察署,,別府市田の湯町13番13号,,33.294257,131.502699,,0977-21-2131,,,,,,,24時間対応,,,
442020,478,大分県,別府市,別府市役所,,別府市上野口町１番１５号,,33.284642,131.491328,,0977-21-1111,,,,,,,,,,
442020,479,大分県,別府市,別府市役所　南部出張所,,別府市千代町１番８号,,33.274963,131.503845,,0977-25-1531,,,,,,,,,,
442020,480,大分県,別府市,別府市役所　朝日出張所,,別府市火売１組,,33.311085,131.470963,,0977-67-1218,,,,,,,,,,
442020,481,大分県,別府市,別府市上下水道局,,別府市大字別府字野口原3088-27,,33.28540354,131.4901131,,0977-23-0361,,,,,,,,,,
442020,482,大分県,別府市,南部子育て支援センター　わらべ,,別府市末広町1-3,,33.274398,131.502754,,0977-26-3355,,,,,,,,,,
442020,483,大分県,別府市,社会福祉会館,,別府市上田の湯町15-40,,33.279534,131.494383,,0977-26-6070,,,,,,,,,,
442020,484,大分県,別府市,別府市北部コミュニティーセンター　あすなろ館,,別府市平田町14-24,,33.321678,131.495911,,0977-27-6070,,,,,,,,,,社会福祉協議会が設置
442020,485,大分県,別府市,別府市保健センター　湯のまち　けんこうパーク,,別府市西野口町15-33,,33.2838729,131.4946358,,0977-21-1117,,,,,,,,,,
442020,486,大分県,別府市,消防本部・消防署,,別府市上野口町19番27号,,33.288146,131.488922,,0977‐25‐1122,,,,,,,,,,
442020,487,大分県,別府市,広域圏事務組合藤ヶ谷清掃センター,,別府市大字平道字藤ヶ谷次の３,,33.320583,131.496017,,0977-67-6111,,,,,,,,,,
442020,488,大分県,別府市,少年自然の家「おじか」,,別府市大字別府小鹿４３７４（枝郷１組）,,33.256342,131.474795,,0977-25-4951,,,,,,,,,,
442020,489,大分県,別府市,別府市身体障害者福祉センター,,別府市大字鶴見4310-2,,33.299999,131.477371,,0977-21-9093,,,,,,,,,,
442020,490,大分県,別府市,朝見浄水場,,別府市朝見2丁目15,,33.271694,131.494537,,0977-22-0527,,,,,,,,,,
442020,491,大分県,別府市,別府市男女共同参画センターあす・べっぷ,,別府市大字別府字野口原3030-16,,33.28424978,131.4871325,,0977-21-8289,,,,,,,,,,
442020,492,大分県,別府市,別府市公設地方卸売市場,,別府市古市町881番地81 お問い合わせTEL：,,33.338314,131.494293,,0977-66-0034,,,,,,,,,,
442020,493,大分県,別府市,山の手中学校,,別府市山の手町１番５３号,,33.280314,131.488256,,0977-22-5345,,,,,,,,,,
442020,494,大分県,別府市,青山中学校,,別府市大字別府３０８８番地１,,33.288536,131.483061,,0977-22-4275,,,,,,,,,,
442020,495,大分県,別府市,中部中学校,,別府市大字鶴見４５３０番地１,,33.292646,131.490061,,0977-22-4295,,,,,,,,,,
442020,496,大分県,別府市,北部中学校,,別府市大字亀川２３１番地,,33.326115,131.488144,,0977-67-2195,,,,,,,,,,
442020,497,大分県,別府市,浜脇中学校,,別府市大字浜脇１２０８番地,,33.267704,131.507893,,0977-22-4285,,,,,,,,,,
442020,498,大分県,別府市,朝日中学校,,別府市大字鶴見９５０番地５,,33.310895,131.466174,,0977-67-1278,,,,,,,,,,
442020,499,大分県,別府市,東山小中学校,,別府市大字別府４３８０番地１,,33.26437,131.464081,,0977-27-5010,,,,,,,,,,
442020,500,大分県,別府市,鶴見台中学校,,別府市大字鶴見３６８２番地３,,33.299729,131.489033,,0977-23-7441,,,,,,,,,,
442020,501,大分県,別府市,境川小学校,,別府市石垣西１－２－２４,,33.289757,131.492783,,0977-21-0074,,,,,,,,,,
442020,502,大分県,別府市,南立石小学校,,別府市大字南立石１９０７番地ー１,,33.289119,131.473451,,0977-21-1481,,,,,,,,,,
442020,503,大分県,別府市,亀川小学校,,別府市亀川浜田町１１７９,,33.329837,131.490838,,0977-67-1064,,,,,,,,,,
442020,504,大分県,別府市,朝日小学校,,別府市大字鶴見井尻３４７番地,,33.309062,131.475451,,0977-67-1353,,,,,,,,,,
442020,505,大分県,別府市,石垣小学校,,別府市石垣西７－６－２７,,33.300172,131.49295,,0977-21-1404,,,,,,,,,,
442020,506,大分県,別府市,上人小学校,,別府市北石垣１７１番地,,33.315672,131.492866,,0977-67-2278,,,,,,,,,,
442020,507,大分県,別府市,鶴見小学校,,別府市扇山８組,,33.295896,131.469729,,0977-24-7594,,,,,,,,,,
442020,508,大分県,別府市,春木川小学校,,別府市中須賀東町８－４,,33.306812,131.496758,,0977-67-5010,,,,,,,,,,
442020,509,大分県,別府市,緑丘小学校,,別府市東荘園町７組,,33.297285,131.486894,,0977-25-3766,,,,,,,,,,
442020,510,大分県,別府市,大平山小学校,,別府市大字鶴見１９９１番地,,33.301396,131.466924,,0977-25-3773,,,,,,,,,,
442020,511,大分県,別府市,南小学校,,別府市南町７番１９号,,33.270617,131.502763,,0977-21-0554,,,,,,,,,,
442020,512,大分県,別府市,別府中央小学校,,別府市京町８１８番地,,33.287645,131.505142,,0977-22-0281,,,,,,,,,,
442020,513,大分県,別府市,山の手小学校,,別府市青山町5-68,,33.278122,131.493958,,0977-21-0631,,,,,,,,,,
442020,514,大分県,別府市,中央保育所,,別府市立田町4-30,,33.272037,131.501504,,0977-23-1759,,,,,,,,,,
442020,515,大分県,別府市,内竈保育所,,別府市国立第二,,33.333695,131.485114,,0977-66-5466,,,,,,,,,,
442020,516,大分県,別府市,鶴見保育所,,別府市荘園6組-5,,33.294146,131.472229,,0977-24-7588,,,,,,,,,,
442020,517,大分県,別府市,中央公民館,,別府市上田の湯町６番３７号,,33.277117,131.496806,,0977-22-4118,,,,,,,,,,
442020,518,大分県,別府市,西部地区公民館,,別府市鶴見園町５組,,33.285702,131.480654,,0977-23-7330,,,,,,,,,,
442020,519,大分県,別府市,南部地区公民館,,別府市浜脇１丁目８番２０号,,33.269663,131.508285,,0977-21-3401,,,,,,,,,,
442020,520,大分県,別府市,中部地区公民館,,別府市南須賀２組,,33.301865,131.490231,,0977-25-4321,,,,,,,,,,
442020,521,大分県,別府市,北部地区公民館,,別府市上人ヶ浜町６番５４号,,33.319699,131.499371,,0977-67-8300,,,,,,,,,,
442020,522,大分県,別府市,朝日大平山公民館,,別府市火売８組,,33.311085,131.470963,,0977-66-1150,,,,,,,,,,
442020,523,大分県,別府市,古賀原公民館,,別府市古賀原２組,,33.24623,131.500212,,,,,,,,,,,,消防本部が借上設置管理は自治会
442020,524,大分県,別府市,別府競輪場,,別府市亀川東町１番３６号,,33.323787,131.49733,,0977-67-5578,,,,,,,,,,
442020,525,大分県,別府市,鉄輪むし湯,,別府市鉄輪上１組,,33.3163712,131.4780535,,0977-67-3880,,,,,,,,,,
442020,526,大分県,別府市,野口ふれあい交流センター,,別府市野口元町12－43,,33.283923,131.50001,,0977-21-2208,,,,,,,,,,
442020,527,大分県,別府市,堀田温泉,,別府市堀田2組,,33.287746,131.461212,,0977-24-9418,,,,,,,,,,
442020,528,大分県,別府市,海門寺温泉,,別府市北浜2丁目3-2,,33.280499,131.503143,,0977-22-3625,,,,,,,,,,
442020,529,大分県,別府市,竹瓦温泉,,別府市元町16-23,,33.277359,131.505951,,0977-23-1585,,,,,,,,,,
442020,530,大分県,別府市,志高湖レストハウス,,別府市大字別府字志高4380,,33.26485096,131.4525023,,0977-25-3601,,,,,,,,,,
442020,531,大分県,別府市,北浜温泉「テルマス」,,別府市京町11番1号,,33.287651,131.504181,,0977-24-4126,,,,,,,,,,
442020,532,大分県,別府市,不老泉,,別府市中央町7番16号,,33.27721,131.500198,,0977-21-0153,,,,,,,,,,
442020,533,大分県,別府市,田の湯温泉,,別府市田の湯町4番23号,,33.278027,131.498276,,0977-21-1381,,,,,,,,,,
442020,534,大分県,別府市,永石温泉,,別府市南町2番2号,,33.273167,131.503555,,0977-26-5789,,,,,,,,,,
442020,535,大分県,別府市,柴石温泉,,別府市野田4組,,33.3257782,131.4730406,,0977-67-4100,,,,,,,,,,
442020,536,大分県,別府市,別府海浜砂湯,,別府市上人ヶ浜,,33.315231,131.500839,,0977-66-5737,,,,,,,,,,
442020,537,大分県,別府市,浜田温泉,,別府市浜田町991番地6,,33.272903,131.508255,,0977-67-2619,,,,,,,,,,
442020,538,大分県,別府市,湯都ピア浜脇,,別府市浜脇1丁目8－20,,33.269382,131.508255,,0977-25-8118,,,,,,,,,,
442020,539,大分県,別府市,浜脇温泉,,別府市浜脇1丁目8－20,,33.269382,131.508255,,0977-25-8118,,,,,,,,,,
442020,540,大分県,別府市,別府市コミュニティーセンター,,別府市上野口町29-13,,33.28906,131.487771,,0977-24-5320,,,,,,,,,,
442020,541,大分県,別府市,亀陽泉,,別府市亀川中央町10-26,,33.326294,131.494247,,0977-66-2666,,,,,,,,,,
442020,542,大分県,別府市,別府市国際交流会館,,別府市上人ヶ浜町2番12号,,33.312649,131.499634,,0977-66-0051,,,,,,,,,,
442020,543,大分県,別府市,竹細工伝統産業会館,,別府市東荘園8丁目3 ,,33.29731,131.483414,,0977-23-1072,,,,,,,,,,
442020,544,大分県,別府市,まちなか交流館,,別府市元町5-18,,33.277454,131.504715,,0977-76-5991,,,,,,,,,,
442020,545,大分県,別府市,ふれあい広場サザンクロス,,別府市千代町1-8,,33.274963,131.503845,,0977-25-3396,,,,,,,,,,
442020,546,大分県,別府市,春木川ふれあい交流センター,,別府市中須賀東町9組,,33.308456,131.499039,,0977-67-3113,,,,,,,,,,
442020,547,大分県,別府市,実相寺パークゴルフ場,,別府市大字鶴見3470,,33.299999,131.477371,,0977-75-8952,,,,,,,,,,
442020,548,大分県,別府市,別府市総合体育館（別府アリーナ）,,別府市青山町８番３７号,,33.278568,131.491852,,0977-21-2323,,,,,,,,,,
442020,549,大分県,別府市,公園テニスコート管理棟,,別府市青山町７番２７号,,33.278805,131.491608,,0977-25-8293,,,,,,,,,,
442020,550,大分県,別府市,別府市弓道場,,別府市大字鶴見３８０１－２０,,33.299999,131.477371,,0977-21-1111,,,,,,,,,,
442020,551,大分県,別府市,青山プール管理棟,,別府市大字別府３０８８－１,,33.28811783,131.4841639,,0977-26-0535,,,,,,,,,,
442020,552,大分県,別府市,市営実相寺野球場,,別府市大字鶴見３７０８,,33.299999,131.477371,,0977-26-0535,,,,,,,,,,
442020,553,大分県,別府市,別府市実相寺サッカー競技場管理棟,,別府市大字鶴見3705,,33.299999,131.477371,,0977-26-0535,,,,,,,,,,
442020,554,大分県,別府市,別府市民球場,,別府市大字鶴見３７０８,,33.299999,131.477371,,0977-26-0535,,,,,,,,,,
442020,555,大分県,別府市,別府市営温水プール,,別府市大字別府３０８８番地９,,33.286457,131.488571,,0977-25-3633,,,,,,,,,,
442020,556,大分県,別府市,別府市民体育館,,別府市大字別府３０１６番地１,,33.286457,131.488571,,0977-26-0535,,,,,,,,,,
442020,557,大分県,別府市,野口原総合運動場管理棟,,別府市大字野口原３０８８－９,,33.28707808,131.4881953,,0977-26-0535,,,,,,,,,,
442020,558,大分県,別府市,ヨット艇庫事務室,,別府市北浜１丁目８１８－３９０,,33.278217,131.506927,,0977‐21‐1111,,,,,,,,,,
442020,559,大分県,別府市,青山中学校夜間照明施設,,別府市大字別府3088-1,,33.286457,131.488571,,0977-21-0631,,,,,,,,,,
442020,560,大分県,別府市,ハイパフォーマンスジム別府,,別府市大字鶴見3763番地の1,,33.299999,131.477371,,0977-75-8114,,,,,,,,,,
442020,561,大分県,別府市,地獄蒸し工房　鉄輪,,別府市風呂本5組,,33.315094,131.476089,,0977-67-3880,,,,,,,,,,
442020,562,大分県,別府市,清掃事務所,,別府市大字内竈3611番地,,33.334042,131.479645,,0977-66-5353,,,,,,,,,,
442020,563,大分県,別府市,立命館アジア太平洋大学,,別府市十文字原１－１,,33.33693,131.469856,,0977-78-1111,,,,,,,,,,
442020,564,大分県,別府市,別府溝部学園高等学校,,別府市大字野田７８番地,,33.328532,131.486172,,0977-67-6908,,,,,,,,,,
442020,565,大分県,別府市,（株）トキハ別府店,,別府市北浜２丁目９番１号,,33.279552,131.504898,,0977-23-1111,,,,,,,,,,
442020,566,大分県,別府市,城島高原パーク,,別府市大字東山123－1,,33.264742,131.426793,,0977-22-1163,,,,,,,,,,
442020,567,大分県,別府市,城島高原ゴルフクラブ,,別府市大字東山123－1,,33.255997,131.441452,,0977-22-1163,,,,,,,,,,
442020,568,大分県,別府市,グリーンコープ生活協同組合おおいた別府店,,大分県別府市石垣西７丁目4-7,,33.299171,131.491409,,0977-26-2260 ,,,,,,,,,,
442020,569,大分県,別府市,杉乃井ホテル,,別府市大字南立石2272,,33.2846079,131.4730353,,0977-24-1141,,,,,,,,,,
442020,570,大分県,別府市,城島高原ホテル,,別府市大字東山123－1,,33.255997,131.441452,,0977-22-1163,,,,,,,,,,
442020,571,大分県,別府市,JR九州　別府駅,,別府市駅前町１２番１３号,,33.279415,131.500992,,0977-21-2248,,,,,,,,,,
442020,572,大分県,別府市,村橋病院,,別府市千代町２番５号,,33.276925,131.501171,,0977-23-3231,,,,,,,,,,
